Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Ambos sexos,Paraguay,Total ocupados baja productividad,2012,26,337,PRY,53.3
Hombres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2008,26,,VEN,53.3
Mujeres,México,Total ocupados baja productividad,2012,26,,MEX,53.2
Hombres,República Dominicana,Total ocupados baja productividad,2011,26,8618,DOM,53.2
Hombres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2007,26,,VEN,53.1
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2003,26,"8620,7766",,53
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2007,26,"8620,7766",,53
Hombres,Bolivia (Estado Plurinacional de),Total ocupados baja productividad,2013,26,,BOL,53
Hombres,Ecuador,Total ocupados baja productividad,2006,26,,ECU,53
Ambos sexos,República Dominicana,Total ocupados baja productividad,2016,26,8618,DOM,53
Ambos sexos,República Dominicana,Total ocupados baja productividad,2018,26,8619,DOM,53
Hombres,República Dominicana,Total ocupados baja productividad,2019,26,8619,DOM,53
Ambos sexos,El Salvador,Total ocupados baja productividad,2000,26,,SLV,52.9
Hombres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2013,26,,VEN,52.9
Hombres,Bolivia (Estado Plurinacional de),Total ocupados baja productividad,2001,26,,BOL,52.8
Hombres,Paraguay,Total ocupados baja productividad,2009,26,337,PRY,52.8
Hombres,Perú,Total ocupados baja productividad,2008,26,8649,PER,52.8
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2002,26,"8620,7766",,52.7
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2008,26,"8620,7764",,52.7
Hombres,Perú,Total ocupados baja productividad,2011,26,8649,PER,52.7
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2006,26,,VEN,52.7
Hombres,Bolivia (Estado Plurinacional de),Total ocupados baja productividad,2009,26,,BOL,52.6
Hombres,Colombia,Total ocupados baja productividad,2019,26,8611,COL,52.6
Ambos sexos,Paraguay,Total ocupados baja productividad,2016,26,337,PRY,52.6
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2000,26,,VEN,52.6
Hombres,Ecuador,Total ocupados baja productividad,2008,26,,ECU,52.4
Ambos sexos,El Salvador,Total ocupados baja productividad,2003,26,,SLV,52.4
Ambos sexos,Paraguay,Total ocupados baja productividad,2013,26,337,PRY,52.4
Hombres,República Dominicana,Total ocupados baja productividad,2010,26,8618,DOM,52.4
Ambos sexos,Honduras,Total ocupados baja productividad,2001,26,355,HND,52.3
Hombres,Perú,Total ocupados baja productividad,2015,26,8649,PER,52.3
Mujeres,México,Total ocupados baja productividad,2016,26,,MEX,52.2
Hombres,República Dominicana,Total ocupados baja productividad,2009,26,8618,DOM,52.2
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2010,26,"8620,7764",,52.1
Hombres,Ecuador,Total ocupados baja productividad,2001,26,,ECU,52.1
Hombres,Ecuador,Total ocupados baja productividad,2009,26,,ECU,52.1
Hombres,Ecuador,Total ocupados baja productividad,2014,26,,ECU,52.1
Ambos sexos,Honduras,Total ocupados baja productividad,2011,26,355,HND,52.1
Mujeres,México,Total ocupados baja productividad,2018,26,,MEX,52.1
Ambos sexos,República Dominicana,Total ocupados baja productividad,2012,26,8618,DOM,52.1
Ambos sexos,República Dominicana,Total ocupados baja productividad,2019,26,8619,DOM,52.1
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2001,26,"8620,7766",,51.9
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2004,26,"8620,7766",,51.9
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2018,26,"8620,7764",,51.9
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2005,26,,VEN,51.9
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2019,26,"8620,7764",,51.8
Hombres,Ecuador,Total ocupados baja productividad,2010,26,,ECU,51.8
Mujeres,México,Total ocupados baja productividad,2004,26,,MEX,51.8
Hombres,Perú,Total ocupados baja productividad,2010,26,8649,PER,51.8
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2010,26,,VEN,51.8
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2017,26,"8620,7764",,51.7
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2005,26,"8620,7766",,51.6
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2006,26,"8620,7766",,51.6
Hombres,Ecuador,Total ocupados baja productividad,2007,26,,ECU,51.6
Hombres,Guatemala,Total ocupados baja productividad,2014,26,,GTM,51.6
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2009,26,,VEN,51.6
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2011,26,,VEN,51.6
Ambos sexos,Honduras,Total ocupados baja productividad,2005,26,355,HND,51.5
Mujeres,México,Total ocupados baja productividad,2008,26,,MEX,51.5
Ambos sexos,Paraguay,Total ocupados baja productividad,2018,26,,PRY,51.5
Hombres,República Dominicana,Total ocupados baja productividad,2014,26,8618,DOM,51.5
Mujeres,República Dominicana,Total ocupados baja productividad,2017,26,8619,DOM,51.5
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2007,26,,VEN,51.5
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2009,26,"8620,7764",,51.4
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2005,26,,BOL,51.4
Hombres,Honduras,Total ocupados baja productividad,2010,26,355,HND,51.4
Ambos sexos,Paraguay,Total ocupados baja productividad,2015,26,337,PRY,51.4
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2000,26,8647,PER,51.4
Hombres,Perú,Total ocupados baja productividad,2014,26,8649,PER,51.4
Hombres,República Dominicana,Total ocupados baja productividad,2008,26,8618,DOM,51.4
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2016,26,"8620,7764",,51.3
Hombres,Ecuador,Total ocupados baja productividad,2011,26,,ECU,51.3
Mujeres,República Dominicana,Total ocupados baja productividad,2016,26,8618,DOM,51.3
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2012,26,"8620,7764",,51.2
Hombres,Ecuador,Total ocupados baja productividad,2012,26,,ECU,51.2
Mujeres,México,Total ocupados baja productividad,2014,26,,MEX,51.2
Ambos sexos,Paraguay,Total ocupados baja productividad,2014,26,337,PRY,51.2
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2008,26,,VEN,51.2
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2011,26,"8620,7764",,51.1
Hombres,Ecuador,Total ocupados baja productividad,2015,26,,ECU,51.1
Ambos sexos,Honduras,Total ocupados baja productividad,2004,26,355,HND,51.1
Hombres,Honduras,Total ocupados baja productividad,2016,26,8615,HND,51.1
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2007,26,"8620,7766",,51
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2003,26,"8620,7766",,51
Hombres,Perú,Total ocupados baja productividad,2009,26,8649,PER,51
Hombres,Perú,Total ocupados baja productividad,2012,26,8649,PER,51
Hombres,República Dominicana,Total ocupados baja productividad,2013,26,8618,DOM,51
Hombres,Ecuador,Total ocupados baja productividad,2003,26,,ECU,50.9
Mujeres,México,Total ocupados baja productividad,2010,26,,MEX,50.9
Mujeres,República Dominicana,Total ocupados baja productividad,2019,26,8619,DOM,50.9
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2002,26,"8620,7766",,50.8
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2004,26,"8620,7766",,50.8
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2013,26,"8620,7764",,50.8
Hombres,República Dominicana,Total ocupados baja productividad,2006,26,8618,DOM,50.8
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2014,26,"8620,7764",,50.7
Mujeres,América Latina (promedio simple),Total ocupados baja productividad,2015,26,"8620,7764",,50.7
Ambos sexos,Paraguay,Total ocupados baja productividad,2019,26,,PRY,50.7
Mujeres,República Dominicana,Total ocupados baja productividad,2018,26,8619,DOM,50.7
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2009,26,"8620,7764",,50.5
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2010,26,"8620,7764",,50.5
Ambos sexos,República Dominicana,Total ocupados baja productividad,2011,26,8618,DOM,50.5
Mujeres,Brasil,Total ocupados baja productividad,2003,26,8608,BRA,50.4
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2008,26,"8620,7764",,50.3
Mujeres,Brasil,Total ocupados baja productividad,2001,26,8608,BRA,50.3
Mujeres,Brasil,Total ocupados baja productividad,2002,26,8608,BRA,50.3
Ambos sexos,República Dominicana,Total ocupados baja productividad,2013,26,8618,DOM,50.3
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2005,26,"8620,7766",,50.2
Hombres,República Dominicana,Total ocupados baja productividad,2007,26,8618,DOM,50.2
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2006,26,,VEN,50.2
Hombres,Perú,Total ocupados baja productividad,2013,26,8649,PER,50.1
Hombres,República Dominicana,Total ocupados baja productividad,2005,26,8618,DOM,50.1
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2012,26,,VEN,50.1
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2014,26,,VEN,50.1
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2001,26,"8620,7766",,50
Ambos sexos,México,Total ocupados baja productividad,2002,26,,MEX,50
Ambos sexos,República Dominicana,Total ocupados baja productividad,2010,26,8618,DOM,50
Hombres,Ecuador,Total ocupados baja productividad,2013,26,,ECU,49.9
Mujeres,República Dominicana,Total ocupados baja productividad,2012,26,8618,DOM,49.9
Hombres,El Salvador,Total ocupados baja productividad,2009,26,,SLV,49.8
Ambos sexos,México,Total ocupados baja productividad,2006,26,,MEX,49.6
Ambos sexos,República Dominicana,Total ocupados baja productividad,2008,26,8618,DOM,49.6
Ambos sexos,República Dominicana,Total ocupados baja productividad,2009,26,8618,DOM,49.6
Hombres,Guatemala,Total ocupados baja productividad,2006,26,,GTM,49.5
Hombres,El Salvador,Total ocupados baja productividad,2012,26,,SLV,49.4
Hombres,Paraguay,Total ocupados baja productividad,2011,26,337,PRY,49.4
Ambos sexos,Venezuela (República Bolivariana de),Total ocupados baja productividad,2013,26,,VEN,49.4
Hombres,El Salvador,Total ocupados baja productividad,2005,26,,SLV,49.3
Mujeres,República Dominicana,Total ocupados baja productividad,2013,26,8618,DOM,49.3
Hombres,República Dominicana,Total ocupados baja productividad,2015,26,8618,DOM,49.3
Mujeres,Brasil,Total ocupados baja productividad,2005,26,8608,BRA,49.2
Ambos sexos,República Dominicana,Total ocupados baja productividad,2006,26,8618,DOM,49.2
Mujeres,Brasil,Total ocupados baja productividad,2004,26,8608,BRA,49.1
Hombres,Paraguay,Total ocupados baja productividad,2016,26,337,PRY,49
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2004,26,8649,PER,49
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2007,26,,VEN,48.9
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2018,26,"8620,7764",,48.8
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2006,26,"8620,7766",,48.8
Hombres,Paraguay,Total ocupados baja productividad,2017,26,,PRY,48.8
Hombres,República Dominicana,Total ocupados baja productividad,2004,26,8618,DOM,48.8
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2017,26,"8620,7764",,48.7
Hombres,Honduras,Total ocupados baja productividad,2001,26,355,HND,48.7
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2005,26,8649,PER,48.7
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2011,26,"8620,7764",,48.6
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2019,26,"8620,7764",,48.6
Hombres,El Salvador,Total ocupados baja productividad,2010,26,,SLV,48.6
Hombres,El Salvador,Total ocupados baja productividad,2019,26,,SLV,48.6
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2003,26,8648,PER,48.6
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2018,26,"8620,7764",,48.5
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2019,26,"8620,7764",,48.5
Hombres,Honduras,Total ocupados baja productividad,2004,26,355,HND,48.5
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2017,26,"8620,7764",,48.4
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2018,26,,BOL,48.4
Hombres,Honduras,Total ocupados baja productividad,2011,26,355,HND,48.4
Ambos sexos,República Dominicana,Total ocupados baja productividad,2005,26,8618,DOM,48.4
Ambos sexos,República Dominicana,Total ocupados baja productividad,2014,26,8618,DOM,48.4
Ambos sexos,América Latina (promedio ponderado),Total ocupados baja productividad,2003,26,"8620,7766",,48.3
Hombres,El Salvador,Total ocupados baja productividad,2015,26,,SLV,48.3
Hombres,Paraguay,Total ocupados baja productividad,2010,26,337,PRY,48.3
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2007,26,"8620,7766",,48.2
Hombres,El Salvador,Total ocupados baja productividad,2017,26,,SLV,48.2
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2001,26,8647,PER,48.2
Ambos sexos,República Dominicana,Total ocupados baja productividad,2007,26,8618,DOM,48.2
Ambos sexos,América Latina (promedio ponderado),Total ocupados baja productividad,2002,26,"8620,7766",,48.1
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2012,26,"8620,7764",,48.1
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2016,26,"8620,7764",,48.1
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2008,26,"8620,7764",,48.1
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2008,26,,BOL,48.1
Mujeres,México,Total ocupados baja productividad,2000,26,,MEX,48.1
Hombres,República Dominicana,Total ocupados baja productividad,2003,26,8618,DOM,48.1
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2016,26,"8620,7764",,48
Hombres,Paraguay,Total ocupados baja productividad,2013,26,337,PRY,48
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2013,26,"8620,7764",,47.9
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2010,26,"8620,7764",,47.9
Hombres,El Salvador,Total ocupados baja productividad,2016,26,,SLV,47.9
Hombres,Paraguay,Total ocupados baja productividad,2008,26,337,PRY,47.9
Hombres,América Latina (promedio simple),Total ocupados baja productividad,2003,26,"8620,7766",,47.8
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2015,26,,BOL,47.8
Mujeres,Brasil,Total ocupados baja productividad,2006,26,8608,BRA,47.8
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2008,26,,VEN,47.8
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2012,26,"7764,8620",,47.7
Hombres,El Salvador,Total ocupados baja productividad,2002,26,,SLV,47.7
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2015,26,"7764,8620",,47.6
Hombres,América Latina (promedio simple),Total ocupados baja productividad,2002,26,"7766,8620",,47.6
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2019,26,,BOL,47.6
Hombres,El Salvador,Total ocupados baja productividad,2018,26,,SLV,47.6
Hombres,México,Total ocupados baja productividad,2002,26,,MEX,47.6
Hombres,República Dominicana,Total ocupados baja productividad,2002,26,8618,DOM,47.6
Hombres,América Latina (promedio simple),Total ocupados baja productividad,2004,26,"8620,7766",,47.5
Mujeres,Bolivia (Estado Plurinacional de),D. Trabajadores independientes no calificados: Total,2011,26,,BOL,47.5
Ambos sexos,México,Total ocupados baja productividad,2012,26,,MEX,47.5
Hombres,República Dominicana,Total ocupados baja productividad,2001,26,8618,DOM,47.5
Mujeres,América Latina (promedio ponderado),Total ocupados baja productividad,2014,26,"8620,7764",,47.4
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2014,26,"8620,7764",,47.4
Ambos sexos,República Dominicana,Total ocupados baja productividad,2004,26,8618,DOM,47.4
Mujeres,Venezuela (República Bolivariana de),Total ocupados baja productividad,2009,26,,VEN,47.4
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2009,26,"8620,7764",,47.3
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2011,26,"8620,7764",,47.3
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2015,26,"8620,7764",,47.3
Hombres,Paraguay,Total ocupados baja productividad,2012,26,337,PRY,47.3
Ambos sexos,República Dominicana,Total ocupados baja productividad,2015,26,8618,DOM,47.3
Mujeres,Brasil,Total ocupados baja productividad,2007,26,8608,BRA,47.2
Hombres,El Salvador,Total ocupados baja productividad,2004,26,,SLV,47.2
Hombres,Paraguay,Total ocupados baja productividad,2018,26,,PRY,47.2
Ambos sexos,América Latina (promedio simple),Total ocupados baja productividad,2013,26,"8620,7764",,47.1
Hombres,América Latina (promedio simple),Total ocupados baja productividad,2005,26,"7766,8620",,47
Mujeres,Perú,D. Trabajadores independientes no calificados: Total,2006,26,8649,PER,47
Ambos sexos,América Latina (promedio ponderado),Total ocupados baja productividad,2004,26,"8620,7766",,46.9
