Sexo,País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2010,26,8620,,24.3
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2010,26,8620,,23.5
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2010,26,8620,,20.1
Hombres,América Latina (promedio simple),Nacional,13 años y más,2010,26,8620,,19.2
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2010,26,8620,,21
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2010,26,8620,,30.9
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2010,26,8620,,32.6
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2010,26,8620,,29.4
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2010,26,8620,,47.6
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2010,26,8620,,45.8
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2010,26,8620,,49.3
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2010,26,8620,,12.2
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2010,26,8620,,12.7
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2010,26,8620,,11.7
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2010,26,8620,,5.5
Hombres,América Latina (promedio simple),Rural,13 años y más,2010,26,8620,,5
Mujeres,América Latina (promedio simple),Rural,13 años y más,2010,26,8620,,6
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2010,26,8620,,34.7
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2010,26,8620,,36.4
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2010,26,8620,,33
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2010,26,8620,,17.2
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2010,26,8620,,15.7
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2010,26,8620,,18.4
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2010,26,8620,,27.9
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2010,26,8620,,28.5
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2010,26,8620,,27.4
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2010,26,8620,,24.8
Hombres,América Latina (promedio simple),Urbana,13 años y más,2010,26,8620,,24.1
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2010,26,8620,,25.4
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2010,26,8620,,30.2
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2010,26,8620,,31.7
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2010,26,8620,,28.9
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2011,26,8620,,24.2
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2011,26,8620,,23.1
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2011,26,8620,,25.1
Ambos sexos,América Latina (promedio simple),Nacional,10 a 12 años,2011,26,8620,,24.6
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2011,26,8620,,25.1
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2011,26,8620,,24.1
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2011,26,8620,,20.9
Hombres,América Latina (promedio simple),Nacional,13 años y más,2011,26,8620,,19.8
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2011,26,8620,,21.9
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2011,26,8620,,30.4
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2011,26,8620,,32
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2011,26,8620,,28.9
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2011,26,8620,,46.6
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2011,26,8620,,44.8
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2011,26,8620,,48.1
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2011,26,8620,,13.1
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2011,26,8620,,13.7
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2011,26,8620,,12.4
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2011,26,8620,,5.7
Hombres,América Latina (promedio simple),Rural,13 años y más,2011,26,8620,,5.2
Mujeres,América Latina (promedio simple),Rural,13 años y más,2011,26,8620,,6.3
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2011,26,8620,,34.7
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2011,26,8620,,36.3
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2011,26,8620,,33.2
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2011,26,8620,,16.4
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2011,26,8620,,15.1
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2011,26,8620,,17.5
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2011,26,8620,,28.4
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2011,26,8620,,29.1
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2011,26,8620,,27.9
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2011,26,8620,,25.6
Hombres,América Latina (promedio simple),Urbana,13 años y más,2011,26,8620,,24.8
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2011,26,8620,,26.4
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2011,26,8620,,29.5
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2011,26,8620,,31
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2011,26,8620,,28.2
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2012,26,8620,,23.2
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2012,26,8620,,22.2
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2012,26,8620,,24.1
Ambos sexos,América Latina (promedio simple),Nacional,10 a 12 años,2012,26,8620,,25.1
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2012,26,8620,,25.6
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2012,26,8620,,24.6
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2012,26,8620,,21.4
Hombres,América Latina (promedio simple),Nacional,13 años y más,2012,26,8620,,20.2
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2012,26,8620,,22.4
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2012,26,8620,,30.3
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2012,26,8620,,32
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2012,26,8620,,28.9
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2012,26,8620,,45
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2012,26,8620,,43.2
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2012,26,8620,,46.5
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2012,26,8620,,13.7
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2012,26,8620,,14.2
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2012,26,8620,,13.2
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2012,26,8620,,6
Hombres,América Latina (promedio simple),Rural,13 años y más,2012,26,8620,,5.5
Mujeres,América Latina (promedio simple),Rural,13 años y más,2012,26,8620,,6.6
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2012,26,8620,,35.3
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2012,26,8620,,37
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2012,26,8620,,33.7
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2012,26,8620,,15.7
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2012,26,8620,,14.5
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2012,26,8620,,16.8
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2012,26,8620,,28.9
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2012,26,8620,,29.6
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2012,26,8620,,28.3
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2012,26,8620,,26.1
Hombres,América Latina (promedio simple),Urbana,13 años y más,2012,26,8620,,25.3
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2012,26,8620,,26.9
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2012,26,8620,,29.3
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2012,26,8620,,30.7
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2012,26,8620,,28
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2013,26,8620,,22.4
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2013,26,8620,,21.6
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2013,26,8620,,23.1
Ambos sexos,América Latina (promedio simple),Nacional,10 a 12 años,2013,26,8620,,25.4
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2013,26,8620,,25.9
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2013,26,8620,,24.9
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2013,26,8620,,22.4
Hombres,América Latina (promedio simple),Nacional,13 años y más,2013,26,8620,,21.3
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2013,26,8620,,23.4
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2013,26,8620,,29.9
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2013,26,8620,,31.3
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2013,26,8620,,28.6
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2013,26,8620,,43.8
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2013,26,8620,,42.4
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2013,26,8620,,45
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2013,26,8620,,14.4
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2013,26,8620,,15.1
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2013,26,8620,,13.8
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2013,26,8620,,6.4
Hombres,América Latina (promedio simple),Rural,13 años y más,2013,26,8620,,5.7
Mujeres,América Latina (promedio simple),Rural,13 años y más,2013,26,8620,,7
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2013,26,8620,,35.4
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2013,26,8620,,36.8
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2013,26,8620,,34.2
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2013,26,8620,,15.1
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2013,26,8620,,14
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2013,26,8620,,16
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2013,26,8620,,29
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2013,26,8620,,29.6
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2013,26,8620,,28.5
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2013,26,8620,,27.2
Hombres,América Latina (promedio simple),Urbana,13 años y más,2013,26,8620,,26.5
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2013,26,8620,,28
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2013,26,8620,,28.7
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2013,26,8620,,29.9
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2013,26,8620,,27.6
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2014,26,8620,,21.2
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2014,26,8620,,20.5
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2014,26,8620,,21.7
Ambos sexos,América Latina (promedio simple),Nacional,10 a 12 años,2014,26,8620,,26.3
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2014,26,8620,,27
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2014,26,8620,,25.6
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2014,26,8620,,22.5
Hombres,América Latina (promedio simple),Nacional,13 años y más,2014,26,8620,,20.9
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2014,26,8620,,24
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2014,26,8620,,30.1
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2014,26,8620,,31.6
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2014,26,8620,,28.7
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2014,26,8620,,41.4
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2014,26,8620,,40.1
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2014,26,8620,,42.6
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2014,26,8620,,15.5
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2014,26,8620,,15.7
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2014,26,8620,,15.3
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2014,26,8620,,6.6
Hombres,América Latina (promedio simple),Rural,13 años y más,2014,26,8620,,5.9
Mujeres,América Latina (promedio simple),Rural,13 años y más,2014,26,8620,,7.4
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2014,26,8620,,36.5
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2014,26,8620,,38.3
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2014,26,8620,,34.7
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2014,26,8620,,14.6
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2014,26,8620,,13.7
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2014,26,8620,,15.3
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2014,26,8620,,29.7
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2014,26,8620,,30.8
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2014,26,8620,,28.8
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2014,26,8620,,27.2
Hombres,América Latina (promedio simple),Urbana,13 años y más,2014,26,8620,,25.8
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2014,26,8620,,28.5
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2014,26,8620,,28.6
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2014,26,8620,,29.8
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2014,26,8620,,27.5
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2015,26,8620,,20.5
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2015,26,8620,,19.9
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2015,26,8620,,21.1
Ambos sexos,América Latina (promedio simple),Nacional,10 a 12 años,2015,26,8620,,26.7
Hombres,América Latina (promedio simple),Nacional,10 a 12 años,2015,26,8620,,27.5
Mujeres,América Latina (promedio simple),Nacional,10 a 12 años,2015,26,8620,,26
Ambos sexos,América Latina (promedio simple),Nacional,13 años y más,2015,26,8620,,22.8
Hombres,América Latina (promedio simple),Nacional,13 años y más,2015,26,8620,,21
Mujeres,América Latina (promedio simple),Nacional,13 años y más,2015,26,8620,,24.4
Ambos sexos,América Latina (promedio simple),Nacional,6 a 9 años,2015,26,8620,,29.9
Hombres,América Latina (promedio simple),Nacional,6 a 9 años,2015,26,8620,,31.5
Mujeres,América Latina (promedio simple),Nacional,6 a 9 años,2015,26,8620,,28.5
Ambos sexos,América Latina (promedio simple),Rural,0 a 5 años,2015,26,8620,,40.4
Hombres,América Latina (promedio simple),Rural,0 a 5 años,2015,26,8620,,38.9
Mujeres,América Latina (promedio simple),Rural,0 a 5 años,2015,26,8620,,41.7
Ambos sexos,América Latina (promedio simple),Rural,10 a 12 años,2015,26,8620,,16
Hombres,América Latina (promedio simple),Rural,10 a 12 años,2015,26,8620,,16.6
Mujeres,América Latina (promedio simple),Rural,10 a 12 años,2015,26,8620,,15.4
Ambos sexos,América Latina (promedio simple),Rural,13 años y más,2015,26,8620,,7.2
Hombres,América Latina (promedio simple),Rural,13 años y más,2015,26,8620,,6.4
Mujeres,América Latina (promedio simple),Rural,13 años y más,2015,26,8620,,8.1
Ambos sexos,América Latina (promedio simple),Rural,6 a 9 años,2015,26,8620,,36.4
Hombres,América Latina (promedio simple),Rural,6 a 9 años,2015,26,8620,,38.1
Mujeres,América Latina (promedio simple),Rural,6 a 9 años,2015,26,8620,,34.7
Ambos sexos,América Latina (promedio simple),Urbana,0 a 5 años,2015,26,8620,,14
Hombres,América Latina (promedio simple),Urbana,0 a 5 años,2015,26,8620,,13.2
Mujeres,América Latina (promedio simple),Urbana,0 a 5 años,2015,26,8620,,14.7
Ambos sexos,América Latina (promedio simple),Urbana,10 a 12 años,2015,26,8620,,30.3
Hombres,América Latina (promedio simple),Urbana,10 a 12 años,2015,26,8620,,31.3
Mujeres,América Latina (promedio simple),Urbana,10 a 12 años,2015,26,8620,,29.4
Ambos sexos,América Latina (promedio simple),Urbana,13 años y más,2015,26,8620,,27.3
Hombres,América Latina (promedio simple),Urbana,13 años y más,2015,26,8620,,25.6
Mujeres,América Latina (promedio simple),Urbana,13 años y más,2015,26,8620,,28.7
Ambos sexos,América Latina (promedio simple),Urbana,6 a 9 años,2015,26,8620,,28.5
Hombres,América Latina (promedio simple),Urbana,6 a 9 años,2015,26,8620,,29.9
Mujeres,América Latina (promedio simple),Urbana,6 a 9 años,2015,26,8620,,27.3
Ambos sexos,América Latina (promedio simple),Nacional,0 a 5 años,2016,26,8620,,20.1
Hombres,América Latina (promedio simple),Nacional,0 a 5 años,2016,26,8620,,19.6
Mujeres,América Latina (promedio simple),Nacional,0 a 5 años,2016,26,8620,,20.6
